did-unr|unr-file-name|unr-title|unr-desc|date-inst|site-name|site-address|lat-lon|sign-manf|sign-owner|lit-unlit|time-day|subj-fast|print-pub|format|dcmi|prov|proj-name|unr-cit|dig-pub|contrib|int-ext|staff-notes|date-img|title-code|title-full|creator
neo000217|||"Information about the Inspire Theater sign that sits at 107 S Las Vegas Blvd."|2014||"107 S Las Vegas Blvd"|||"Fremont LV Blvd LLC"||||||||||||||2017|||"Emily Fellmer"
neo000218|||"Information about the Joker's Wild Casino sign that sits at 920 N Boulder Hwy."|1993||"920 N Boulder Hwy"|||"Boyd Gaming"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000219|||"Information about the Kings Row Trailer Park sign that sits at 3660 Boulder Hwy."|1962||"3660 Boulder Hwy"|||"Kings Row Trlr Pk Inc"||||||||||||||2017|||"Lauren Vaccaro"
neo000220|||"Information about the LaPalm Motel sign that sits at 2512 Fremont St."|1963||"2512 Fremont St"|||"La Palm Motel Inc"||||||||||||||2017|||"Lauren Vaccaro"
neo000221|||"Information about the Lawless Center sign that sits at 4100 E Lake Mead Blvd."|1963||"4100 E Lake Mead Blvd"|||"Patricia Van Buskirk"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000222|||"Information about the Lucky Cuss sign that sits at 3305 Fremont St."|2008||"3305 Fremont St"|||"D B N G LLC"||||||||||||||2017|||"Lauren Vaccaro"
neo000223|||"Information about the McDonald's sign that sits at 3475 S Las Vegas Blvd."|||"3475 S Las Vegas Blvd"|||"Mcdonalds Restaurant of NV 04873 Mcdonalds USA, LLC and Harrah's Las Vegas LLC"||||||||||||||2017|||"Danny Jacobs"
neo000224|||"Information about the Mon Bel Ami sign that sits at 607 S Las Vegas Blvd."|2000||"607 S Las Vegas Blvd"|||"Mon Bel Ami- Maudie Dog Trust"||||||||||||||2017|||"Gisselle Tipp"
neo000225|||"Information about the Neonopolis sign that sits at 450 Fremont St."|2002||"450 Fremont St"|||"Rohit Joshi leases the building from Wirrulla USA Inc."||||||||||||||2017|||"Emily Fellmer"
neo000226|||"Information about the Pair A Dice Mobile Home Park sign that sits at 2067 N Las Vegas Blvd."|2007||"2067 N Las Vegas Blvd"|||"Peyman Masachi and Pair A Dice Estates LLC"||||||||||||||2017|||"Emily Fellmer"
neo000227|||"Information about the Poker Palace sign that sits at 2757 N Las Vegas Blvd."|2015||"2757 N Las Vegas Blvd"|||"Marvin and Laura Coleman"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000228|||"Information about the Ponderosa Motel (American Inn Motel) sign that sits at 3325 Fremont St."|2011||"3325 Fremont St"|||"American Inn Motel LLC"||||||||||||||2017|||"Emily Fellmer"
neo000229|||"Information about the Road Runner RV Park sign that sits at 4711 Boulder Hwy."|||"4711 Boulder Hwy"|||"Daryl Thompson"||||||||||||||2017|||"Emily Fellmer"
neo000230|||"Information about the Silver Nugget sign that sits at 2140 N Las Vegas Blvd."||"Silver Nugget Casino (North Las Vegas, Nev.)"|"2140 N Las Vegas Blvd"|||"Lucky Silver Gaming"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000231|||"Information about the The Beat Coffeehouse sign that sits at 520 Fremont St."|||"520 Fremont St"|||"Michael and Jennifer Cornthwaite"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000232|||"Information about the US Motel sign that sits at 2500 Fremont St."|1955||"2500 Fremont St"|||"Catish T C 2006 Liv, Tr - Kootish & Chalung Trs"||||||||||||||2017|||"Danny Jacobs"
neo000233|||"Information about the Valley Motel sign that sits at 1313 E Fremont St."|||"1313 E Fremont St"|||||||||||||||||2017|||"Emily Fellmer"
neo000234|||"Information about the Vegas Trailer Supply sign that sits at 3076 Fremont St."|||"3076 Fremont St"|||||||||||||||||2017|||"Lauren Vaccaro"
neo000235|||"Information about the Wee Kirk o' the Heather sign that sits at 231 S Las Vegas Blvd."|2000||"231 S Las Vegas Blvd"|||"Wee Kirk Property Group LLC"||||||||||||||2017|||"Gisselle Tipp"
neo000236|||"Information about the West Wind Drive-In sign that sits at 4150 W Carey Ave."|||"4150 W Carey Ave"|||"West Wind Drive-In and Public Markets"||||||||||||||2017|||"Wyatt Currie-Diamond"
neo000237|||"Daytime views of the Tourist Bureau signs near the Las Vegas Strip. Information about the sign is available in the Southern Nevada Neon Survey Data Sheet."|||"5191 S Las Vegas Blvd"|||"John Morris"||day||||||||||||2002|||"Joshua Cannaday"
