timestamp|did-unr|unr-file-name|unr-title|unr-desc|creator|date-inst|site-name|site-address|lat-lon|sign-manf|sign-owner|lit-unlit|time-day|subj-fast|print-pub|rights|format|dcmi|prov|proj-name|unr-cit|corr-guide|dig-pub|contrib|int-ext|blank-1|staff-notes|date-img|blank-2|title-code|title-full|color-tags
|neo000126|||Dona Maria's Tamales Restaurant sits at 910 South Las Vegas Boulevard. The family owned and operated eatery has been serving the valley for over thirty years. |Gisselle Tipp|1983||910 S Las Vegas Blvd, Las Vegas, NV|36.1595318, -115.1474365||Dona Maria Alfredo Martinez|lit|day, dusk|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907|||||||||||exterior|||2017||||
|neo000127|||The Cupid's Wedding Chapel sits at the north east corner of  East Hoover Avenue at 827 South Las Vegas Boulevard. |Emily Fellmer|2007||827 S Las Vegas Blvd, Las Vegas, NV|36.16, -115.1462321||Bellevue Holdings|lit|dusk|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Wedding -- http://id.worldcat.org/fast/1173328|||||||||||exterior|||2017||||red,orange,green,pink
|neo000128|||The Gold and Silver Pawn Shop sits at 713 South Las Vegas Boulevard in Downtown Las Vegas. |Emily Fellmer|2007||713 S Las Vegas Blvd, Las Vegas, NV|36.161674, -115.1452362||Richard Harrison|lit|dusk, night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Stores -- http://id.worldcat.org/fast/1134043/, Pawnbroking -- http://id.worldcat.org/fast/1055651/|||||||||||exterior|||2017||||blue,green,purple,pink
|neo000129|||The Roadhouse Casino sign sits unlit at 2100 North Boulder Highway. |Wyatt Currie-Diamond|||2100 N Boulder Hwy, Las Vegas, NV|36.067763, -115.012537||Robert McMackin|unlit|dusk, day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246|||||||||||exterior|||2017||||blue,red,green,purple
|neo000130|||The Outpost Motel sign sits at 1104 North Boulder Highway. |Lauren Vaccaro|1950|Outpost Motel (Las Vegas, Nev.)|1104 N Boulder Hwy, Las Vegas, NV|36.054461, -114.9978951||Vegas Outpost Motel LLC|lit|dusk|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||red,purple,blue,green
|neo000131|||The Skyline Hotel and Casino sign sits at 1741 North Boulder Highway. |Mitchell Cohen|1988||1741 N Boulder Hwy, Las Vegas, NV|36.062479, -115.008526||Jim Marsh American Corp.|unlit, lit|dusk, night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767|||||||||||exterior|||2017||||red,blue,green,purple
|neo000132|||"A replica of the ""Welcome to Fabulous Las Vegas"" sign sits at a median near Boulder Highway at dusk. "|Emily Fellmer|2007||Boulder Hwy, Las Vegas, NV|36.071037, -115.0171589||Commissioned by the Boulder Hwy casinos|lit|dusk,night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829|||||||||||exterior|||2017||||green,yellow,orange,red
|neo000133|||The Jerry's Nugget Casino sign sits at 1821 North Las Vegas Boulevard. The family-owned and operated casino has been in business for over fifty years. |Carlyle Constantino|1964||1821 N Las Vegas Blvd, Las Vegas, NV|36.1930478, -115.1324044||The Stamis Family|lit|dusk|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246|||||||||||exterior|||2017||||blue,green,red,orange
|neo000134|||The Starlite Motel sits at 1873 North Las Vegas Boulevard. Shortly after this photo was taken, the sign was scrubbed of its neon and made dormant. |Lauren Vaccaro|1950||1873 N Las Vegas Blvd, Las Vegas, NV|36.194386, -115.1311305||LAS VEGAS DRAGON HOTEL LLC|lit|dusk|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||blue,red,pink,green
|neo000135|||The Las Vegas Library sign sits at 833 North Las Vegas Boulevard. |Emily Fellmer|||833 N Las Vegas Blvd, Las Vegas, NV|36.1793463, -115.1353692||City of Las Vegas is the owner of the property since 2015, but it is an Independent government agency ran by a board of trustees chosen by the city and county|lit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Library buildings -- http://id.worldcat.org/fast/997647/|||||||||||exterior|||2017||||
|neo000136|||The Stateside Lounge sign sits at 931 North Las Vegas Boulevard. |Lauren Vaccaro|||931 N Las Vegas Blvd, Las Vegas, NV|36.1821064, -115.1345817||Laura and Doris Atchinson|lit|dusk|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779|||||||||||exterior|||2017||||blue,red,green,pink
|neo000137|||The Strip Centre sign sits along a stretch of vacant storefronts in the north-end section of South Las Vegas Boulevard. |Emily Fellmer|2009|||||Has been for sale since 2013|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Shopping centers -- http://id.worldcat.org/fast/1116908/|||||||||||exterior|||2017||||
|neo000138|||The Desert Star Motel sign sits aglow at 1210 South Las Vegas Boulevard. |Emily Fellmer|||1210 S Las Vegas Blvd, Las Vegas, NV|36.156481, -115.149521||Desert Star Motel Enterprises|unlit, lit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||
|neo000139|||The Sin City Hostel sits at 1208 South Las Vegas Boulevard along with other neon signs.||||1208 S Las Vegas Blvd, Las Vegas, NV|36.1566521, -115.1492894|||lit|dusk|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||||||blue,green,red,yellow
|neo000140|||Pamplemousse Le Restaurant, Las Vegas' oldest French restaurant, sits at 400 East Sahara Avenue. |Lauren Vaccaro|1976||400 E Sahara Ave, Las Vegas, NV|36.1439588, -115.1523467||Georges La Forge|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907|||||||||||exterior|||2017||||
|neo000141|||The Golden Steer Steakhouse sign sits at 308 West Sahara Avenue. |Emily Fellmer|1960|Golden Steer Steak House (Las Vegas, Nev.)|308 W Sahara Ave, Las Vegas, NV|36.1441683, -115.161177||Dr. Michael J. Signorelli has owned it since 2001 after purchasing it from the original owners|lit|dusk|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907|||||||||||exterior|||2017||||blue,yellow,green,red
|neo000142|||The sign for The Library Gentlemen's Club sits at 3785 Boulder Highway.|Danny Jacobs|||3785 Boulder Hwy, Las Vegas, NV|36.1383704, -115.0921454||K C Investco LLC|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Stripteasers -- http://id.worldcat.org/fast/1135527/|||||||||||exterior|||2017||||
|neo000143|||The Boulder Station Hotel and Casino sign sits at 4111 Boulder Highway. |Emily Fellmer|2007||4111 Boulder Hwy, Las Vegas, NV|36.1338171, -115.0843906||Stations Casino Company|lit|dusk|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246|||||||||||exterior|||2017||||blue,green,red,orange
|neo000144|||The Fiesta Rancho Hotel and Casino sits at 2400 North Rancho Drive. |Emily Fellmer|2001||2400 N Rancho Dr, Las Vegas, NV|36.2014201, -115.1954009||Stations Casinos Inc.|lit|dusk|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767|||||||||||exterior|||2017||||green,blue,red,orange
|neo000145|||The Sierra Mobile Home Park sign sits at 3139 East Sahara Avenue. |Emily Fellmer|2007||3139 E Sahara Ave, Las Vegas, NV|36.1417694, -115.1077585||Sierra Mobile Park Company|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Mobile home parks -- http://id.worldcat.org/fast/1024236/|||||||||||exterior|||2017||||
|neo000146|||The El Sombrero Mexican Bistro sign sits at 807 South Main Street. |Lauren Vaccaro|1950||807 S Main St, Las Vegas, NV|36.1627401, -115.1512697||Irma Aguirre|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907|||||||||||exterior|||2017||||
|neo000147|||The Star Motel sign sits at 1418 South Third Street in Downtown Las Vegas. |Lauren Vaccaro|1950||1418 S 3rd St, Las Vegas, NV|36.1539955, -115.1517445||M V Star Group LLC|unlit|day, dusk|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||
|neo000148|||The Piero's Italian Cuisine sign sits near the Las Vegas Strip at 355 Convention Center Drive. |Wyatt Currie-Diamond|||355 Convention Center Dr, Las Vegas, NV|36.13191, -115.155983||Freddie Glusman|lit|dusk|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907|||||||||||exterior|||2017||||blue,red,green,orange
|neo000149|||The Somerset Shopping Center sign sits at 252 Convention Center Drive. |Lauren Vaccaro|1966||252 Convention Center Dr, Las Vegas, NV|36.1325352, -115.1608426||Somerset Shopping Center CO LP|lit|dusk, night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Shopping centers -- http://id.worldcat.org/fast/1116908/|||||||||||exterior|||2017||||red,blue,orange,green
|neo000150|||The Palace Station Hotel and Casino sign sits at 2411 West Sahara Avenue. |Danny Jacobs|1983||2411 W Sahara Ave, Las Vegas, NV|36.1430925, -115.1749426||Palace Station|lit|dusk|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246|||||||||||exterior|||2017||||blue,red,green,orange
|neo000151|||Sign at a vacant motel sits at 1308 Fremont Street in Downtown Las Vegas.||||1308 Fremont St, Las Vegas, NV|36.1648472, -115.1311305|||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||||||
|neo000152|||The Desert Moon Motel sign sits at 1701 Fremont Street in Downtown Las Vegas. |Mitchell Cohen|1950|Desert Moon Motel (Las Vegas, Nev.)|1701 Fremont St, Las Vegas, NV|36.1637144, -115.1265906||Jerzy and Celina Kosla|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||
|neo000153|||The Hialeah Motel sign sits at 1924 Fremont Street in Downtown Las Vegas. |Mitchell Cohen|1940||1924 Fremont St, Las Vegas, NV|36.1611901, -115.1231161||La Jolla Development Group, LLC|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||
|neo000154|||The U-Haul rental business sits at 2030 Fremont Street in Downtown Las Vegas. |Wyatt Currie-Diamond|||2030 Fremont St, Las Vegas, NV|36.1604349, -115.1207998||Joe Shoen|lit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Lease and rental services -- http://id.worldcat.org/fast/995021/|||||||||||exterior|||2017||||
|neo000155|||The Travelers Motel sign sits at 1100 Fremont Street in Downtown Las Vegas. |Lauren Vaccaro|||1100 Fremont St, Las Vegas, NV|36.1663728, -115.1328445|||unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||
|neo000156|||The sign for the Par-A-Dice Motel sits near an empty lot at 2217 Fremont Street in Downtown Las Vegas. |Danny Jacobs|1953||2217 Fremont St, Las Vegas, NV|36.160397, -115.118958||Bartsas Mary 14 LLC|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||
|neo000157|||The Alicia Motel, formerly the Star Motel, sits at 1200 Fremont Street in Downtown Las Vegas. |Danny Jacobs|||1200 Fremont St, Las Vegas, NV|36.1659697, -115.1323349||1200 Fremont LLC|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||
|neo000158|||The Las Vegas Hostel sign sits at 1322 East Fremont Street in Downtown Las Vegas. |Emily Fellmer|2007||1322 E Fremont St, Las Vegas, NV|36.1646016, -115.1308062||Downtown Lodging LLC|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Hotels -- http://id.worldcat.org/fast/961767|||||||||||exterior|||2017||||
|neo000159|||The Economy Motel sign sits at 1605 Fremont Street in Downtown Las Vegas. |Emily Fellmer|2007||1605 Fremont St, Las Vegas, NV|36.1641387, -115.1275711||Las Vegas Dragon Hotel LLC|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||
|neo000160|||The Siegel Suites sits at 1500 Fremont Street in Downtown Las Vegas. |Danny Jacobs|2014||1500 Fremont St, Las Vegas, NV|36.1638254, -115.129208||Siegel Suites|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||
|neo000161|||The Milan Bakery sign sits at 1625 Fremont Street in Downtown Las Vegas. |Mitchell Cohen|1966||1625 Fremont St, Las Vegas, NV|36.1635609, -115.1271213||Selak, LLC|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907|||||||||||exterior|||2017||||
|neo000162|||The Cash For Cars sign sits at 1716 Fremont Street in Downtown Las Vegas. |Emily Fellmer|2007||1716 Fremont St, Las Vegas, NV|36.1628078, -115.1267337||California Auto Sales|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Automobiles -- http://id.worldcat.org/fast/823232/|||||||||||exterior|||2017||||
|neo000163|||The Octapharma Plasma center sits at 1732 Fremont Street in Downtown Las Vegas. |Emily Fellmer|2010||1732 Fremont St, Las Vegas, NV|36.1624234, -115.1258725||Octapharma Plasma Inc.|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Medical care -- http://id.worldcat.org/fast/1013753/|||||||||||exterior|||2017||||
|neo000164|||The PublicUs coffee shop sign sits at 1126 Fremont in Downtown Las Vegas. |Emily Fellmer|2013||1126 Fremont St, Las Vegas, NV|36.165757, -115.1329336||Kimo Akiona, Cole McBride and Travis Landice|lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907|||||||||||exterior|||2017||||blue,red,green,orange
|neo000165|||The Safari Motel sits at 2001 Fremont Street in Downtown Las Vegas. |Mitchell Cohen|1960||2001 Fremont St, Las Vegas, NV|36.1619037, -115.1222359||Harold and Wendy Property Trust, Yeh Wendy Linh, Trs.|lit, unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||
|neo000166|||The Sterling Gardens sits at 1808 Fremont Street in Downtown Las Vegas. |Emily Fellmer|1950||1808 Fremont St, Las Vegas, NV|36.1612206, -115.1236025||PROVIEW SERIES 19 LLC|lit, unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||
|neo000167|||The Sky Ranch Motel sign sits at 2009 Fremont Street in Downtown Las Vegas. |Danny Jacobs|||2009 Fremont St, Las Vegas, NV|36.1616476, -115.1219579||Sky Ranch Motel INC|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||
|neo000168|||The Roulette Motel sign sits at 2019 Fremont Street in Downtown Las Vegas. |Danny Jacobs|1960||2019 Fremont St, Las Vegas, NV|36.1615169, -115.1215642||Proview Series 77 LLC|lit, unlit|dusk, day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||blue,green,orange,red
|neo000169|||The Towne and Country Motel sign sits at 2033 Fremont Street in Downtown Las Vegas. |Danny Jacobs|||2033 Fremont St, Las Vegas, NV|36.1614449, -115.121263||Huang Hsiu Ping|unlit|dusk, day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||red,blue,orange,green
|neo000170|||Club 2100 sits at 2100 Fremont Street in Downtown Las Vegas. |Lauren Vaccaro|1958||2100 Fremont St, Las Vegas, NV|36.1599479, -115.1202207|||unlit|dusk, day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Bars (Drinking establishments) -- http://id.worldcat.org/fast/827779|||||||||||exterior|||2017||||green,red,yellow,orange
|neo000171|||The Vegas Motel sign sits at 2212  East Fremont Street in Downtown Las Vegas. |Emily Fellmer|||2212 Fremont St, Las Vegas, NV|36.1597303, -115.1193167|||unlit|dusk, day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||green,blue,purple,orange
|neo000172|||The Desert Hills Motel sign sits at 2121 Fremont Street in Downtown Las Vegas. |Danny Jacobs|1957||2121 Fremont St, Las Vegas, NV|36.1605286, -115.1197574||Desert Hills Motel Enterprises Inc|unlit, lit|dusk, day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||blue,red,green,orange
|neo000173|||The Fremont Hotel and Casino, operating since 1956, sits at 200 Fremont Street inside the Fremont Street Experience. |Wyatt Currie-Diamond|1983|Fremont Hotel and Casino (Las Vegas, Nev.)|200 Fremont St, Las Vegas, NV|36.1709271, -115.1431516||Boyd Gaming|lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767|||||||||||exterior|||2017||||red,purple,yellow,blue
|neo000174|||The Binion's Gambling Hall and Hotel, bought in 1951 as the Horseshoe Club, sits at 128 Fremont Street inside the Fremont Street Experience. |Wyatt Currie-Diamond|1961|Binion's Horseshoe (Las Vegas, Nev.)|128 Fremont St, Las Vegas, NV|36.1716327, -115.1442634||TLC Casino Enterprises|lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767|||||||||||exterior|||2017||||green,red,blue,teal
|neo000175|||The Golden Gate Hotel and Casino signs sit at 1 Fremont Street in Downtown Las Vegas. |Emily Fellmer|1964||1 Fremont St, Las Vegas, NV|36.1710624, -115.1462827||Derek and Greg Stevens|lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767|||||||||||exterior|||2017||||yellow,red,blue,orange
|neo000176|||The Peter Pan Motel sits at 110 N 13 Street in Downtown Las Vegas. |Danny Jacobs|1967||110 N 13th St, Las Vegas, NV|36.1657444, -115.1308525||"Tony Hsieh; Zappos CEO ""110th 13th Street LLC"""|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||
|neo000177|||The Gables Motel sits at 1301 Fremont Street in Downtown Las Vegas. |Mitchell Cohen|||1301 Fremont St, Las Vegas, NV|36.1655526, -115.1311768||1301 Fremont LLC|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||
|neo000178|||The D Hotel and Casino sign sits at 301 Fremont Street inside the Fremont Street Experience. Photos show signs on The D, including signs for the casino itself and a McDonald's inside of it. |Emily Fellmer|2012||301 Fremont St, Las Vegas, NV|36.1551055, -115.1122516||Derek Stevens|lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Restaurant -- http://id.worldcat.org/fast/1095907, Casinos -- http://id.worldcat.org/fast/848246, Hotels -- http://id.worldcat.org/fast/961767|||||||||||exterior|||2017||||red,green,yellow,orange
|neo000179|||The El Portal Gift Shop sits at 310 Fremont Street inside the Fremont Street Experience. |Mitchell Cohen|||310 Fremont St, Las Vegas, NV|36.1701963, -115.142301||HS Family LP c/o J. Blut|lit|night|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Stores -- http://id.worldcat.org/fast/1134043/|||||||||||interior, exterior|||2017||||red,purple,green,blue
|neo000180|||LV Tattoo sits at 25 East Fremont Street inside the Fremont Street Experience. |Emily Fellmer|2015||25 Fremont St, Las Vegas, NV|36.1710332, -115.1456994||Johnny Law|lit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Tattooing -- http://id.worldcat.org/fast/1143549/|||||||||||exterior|||2017||||
|neo000181|||The ABC Stores sign sits at 23 East Fremont Street inside the Fremont Street Experience. |Emily Fellmer|2001||23 Fremont St, Las Vegas, NV|36.1712151, -115.14554||Sidney and Minnie Kosasa|lit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Stores -- http://id.worldcat.org/fast/1134043/|||||||||||exterior|||2017||||
|neo000182|||The Palm Piazza sign sits at 1919 Fremont Street in Downtown Las Vegas. |Emily Fellmer|2013||1919 Fremont St, Las Vegas, NV|36.1620737, -115.1232551||Zen Real Estate Holding|unlit|day|Neon Sign -- http://id.worldcat.org/fast/1035830, Neon Lighting -- http://id.worldcat.org/fast/1035826, Neon Sculpture -- http://id.worldcat.org/fast/1035829, Motels -- http://id.worldcat.org/fast/1026838|||||||||||exterior|||2017||||
